Rank,Link,Title,Score,Description,Year Premiered,Episodes,Popularity,Genre,Status,Source,Rating,Aired,neg,neu,pos,compound
708.0,https://myanimelist.net/anime/33970/Girls___Panzer__Saishuushou_Part_1,Girls & Panzer: Saishuushou Part 1,7.95,"Rumor has it that Momo Kawashima, former student council member at Ooarai Girls Academy, is bound to repeat a year. Having failed her university entry exams, she is far from spending another year at Ooarai, but her plight is unenviable nevertheless.The only way for her to gain admission into a university is to be granted an athletic scholarship. With the Winter Continuous Track Cup rapidly approaching, Momo becomes the commander of Ooarai's tankery team, so as to demonstrate her sport skills and wipe away the stain on her honor.Their first opponent—French-themed BC Freedom High School—is split into two factions that are constantly at odds with each other. Despite this seemingly fortuitous match against a disorganized rival, Ooarai might soon find itself taking one step too far.[Written by MAL Rewrite]",,1,3161,,Finished Airing,Original,PG-13 - Teens 13 or older,"Dec 9, 2017",0.036,0.871,0.093,0.8735
709.0,https://myanimelist.net/anime/39570/High_Score_Girl_II,High Score Girl II,7.95,"The year is 1996, and second-year high school students Haruo Yaguchi, Akira Oono, and Koharu Hidaka live their lives as passionately about video games as they were five years ago. Brought together by arcade games, what began as a healthy rivalry and friendship has turned into something more. As they endeavour towards understanding their unfamiliar feelings, they work with allies, navigate high school, and find that, although life has its many challenges, there's always a game or two they can rely on.[Written by MAL Rewrite]",2019.0,9,1653,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 26, 2019 to Dec 21, 2019",0.0,0.885,0.115,0.8519
710.0,https://myanimelist.net/anime/38084/Fate_Grand_Order__Zettai_Majuu_Sensen_Babylonia,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,"A.D. 2016, the foundations of humanity have been incinerated by the Mage King Solomon. Chaldea, a secret mages organization with the mission to preserve humanity's future, foresaw mankind's extinction in 2015. Thus commenced the operation to repair the Singularities in history caused by Holy Grails dispersed across time and space—Operation Grand Order.Using the Rayshift time travel technology, Chaldea's last master Ritsuka Fujimaru and his demi-servant Mash Kyrielight have traveled to and resolved six Singularities. Now, they depart for their most dangerous destination yet: a civilization in the Age of Gods, B.C. 2655 Mesopotamia. Ritsuka and Mash soon discover that Demonic Beasts roam the land, attacking people and towns. Amidst chaos and terror lies humanity's last defense—Uruk, a fortress city that acts as the frontline for the battle against the beasts. The battlefront is commanded by none other than King Gilgamesh, the King of Heroes, who sought aid from Heroic Spirits and took on the role of a mage to protect his city.Along with Gilgamesh and the summoned servants, Ritsuka and Mash must protect Uruk against the magical beasts' onslaught and defeat the Three Goddess Alliance who aims to eradicate humankind; all the while, a greater threat looms over Uruk, preparing for its awakening.[Written by MAL Rewrite]",2019.0,21,874,"Action, Fantasy, Supernatural",Finished Airing,Game,PG-13 - Teens 13 or older,"Oct 5, 2019 to Mar 21, 2020",0.125,0.792,0.083,-0.8687
711.0,https://myanimelist.net/anime/2890/Gake_no_Ue_no_Ponyo,Gake no Ue no Ponyo,7.94,"A goldfish sneaks away from home and floats off on the back of a jellyfish. After getting stuck in a glass jar, she drifts to the shore where she is freed by Sousuke, a five-year-old boy who lives with his mother Lisa in a house by the sea while his father Koichi works on a fishing boat. After healing a cut on Sousuke's finger by licking it, the goldfish is named Ponyo by her new friend.Unknown to Sousuke, Ponyo already has a name and a family. Her father Fujimoto, a sorcerer who forsook his humanity to live underwater, searches frantically for his daughter Brunhilde. When found and captured, Ponyo rejects her birth name and declares that she wants to become a human. Using the power received from Sousuke's blood, she grows arms and legs and escapes to the surface once more. But the magic released into the ocean causes an imbalance in nature, causing the Moon to start falling out of orbit and the tides to grow dangerously stronger. Reunited with Ponyo, Sousuke must pass an ancient test to restore order in the world and let his companion live on as a human.[Written by MAL Rewrite]",,1,377,"Adventure, Award Winning, Fantasy",Finished Airing,Original,G - All Ages,"Jul 19, 2008",0.065,0.888,0.047,-0.3506
712.0,https://myanimelist.net/anime/645/Hikaru_no_Go__Hokuto_Hai_e_no_Michi,Hikaru no Go: Hokuto Hai e no Michi,7.94,"Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take place in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira, he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned, as not only does Hikaru have to battle with old friends for one of two coveted spots, but he may have a new challenger, in a promising player from the Kansai Go Institute.(Source: ANN)",,1,4569,,Finished Airing,Manga,G - All Ages,"Jan 3, 2004",0.027,0.881,0.092,0.7964
713.0,https://myanimelist.net/anime/1530/Kanon_2006,Kanon (2006),7.94,"As a young child, Aizawa Yuuichi had often visited his cousin in the city; however, something drastic happened to keep him away for seven long years. Now, Yuuichi returns, his memories of those days are simply gone.Settling into the wintry town, Yuuichi comes across several young girls, all of whom are connected to his past. As he befriends them and continues to interact with them, the long forgotten memories from his childhood begin to resurface...[Written by MAL Rewrite]",2006.0,24,908,"Drama, Romance, Supernatural",Finished Airing,Visual novel,PG-13 - Teens 13 or older,"Oct 6, 2006 to Mar 16, 2007",0.024,0.976,0.0,-0.2263
714.0,https://myanimelist.net/anime/31973/Kidou_Senshi_Gundam_Thunderbolt,Kidou Senshi Gundam Thunderbolt,7.94,"In Universal Century 0079, forces of the Earth Federation and Principality of Zeon engage in a battle within the Thunderbolt Sector during the One Year War. This section of space—known for its constant strikes of electricity—proves to be a deadly battlefield, as Federation pilot Io Fleming leads a charge against Zeon's ace Daryl Lorenz and his squad of snipers. With the fighters on both sides proving to be formidable soldiers, neither side is willing to back down, fighting strategically amongst the remnants of colonies.But when Io gets a hold of a prototype Gundam, Daryl will have to make a sacrifice in order to obtain enough power to crush his enemy and ensure that Zeon is victorious, or watch as his comrades are slaughtered by a single man.[Written by MAL Rewrite]",,4,2950,"Action, Drama, Sci-Fi",Finished Airing,Manga,R - 17+ (violence & profanity),"Dec 25, 2015 to Apr 22, 2016",0.147,0.816,0.036,-0.9246
715.0,https://myanimelist.net/anime/33221/Kidou_Senshi_Gundam_Thunderbolt__December_Sky,Kidou Senshi Gundam Thunderbolt: December Sky,7.94,"Federation troops and Zeon forces carry out a fierce battle in the Thunderbolt Sector in what was once Side 4 ""Moore."" The Thunderbolt Sector is a shoal zone composed of the debris of destroyed space colonies, named for the electrical discharges from the metal debris. MS pilot Io Flemming is among the Federation soldiers who are dispatched to the area, where Zeon sniper Daryl Lorenz awaits them on the battlefield.(Source: Gundam Wikia)",,1,4510,"Action, Drama, Sci-Fi",Finished Airing,Manga,R - 17+ (violence & profanity),"Jun 25, 2016",0.079,0.903,0.018,-0.6705
716.0,https://myanimelist.net/anime/5678/Kobato,Kobato.,7.94,"The friendly and sincere Kobato Hanato has a wish to go to a particular place no matter what. To fulfill this desire, she is tasked with helping people in their times of distress. For each mended broken heart, a small candy-like fragment is produced and fills a special bottle. Once the bottle is full, her wish will be granted.As Kobato carries out her mission alongside her stuffed toy companion, Ioryogi, she encounters various people troubled by their different situations. From a child struggling with his parents, a high school girl troubled about romance, and everything in between, Kobato's naturally sweet smile and outgoing personality are ready to brighten their day![Written by MAL Rewrite]",2009.0,24,1419,"Comedy, Drama, Fantasy, Romance",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 6, 2009 to Mar 23, 2010",0.122,0.598,0.28,0.9629
717.0,https://myanimelist.net/anime/7222/Macross_F_Movie_2__Sayonara_no_Tsubasa,Macross F Movie 2: Sayonara no Tsubasa,7.94,Second Macross Frontier movie.,,1,4267,"Action, Award Winning, Romance, Sci-Fi",Finished Airing,Original,PG-13 - Teens 13 or older,"Feb 26, 2011",0.0,1.0,0.0,0.0
718.0,https://myanimelist.net/anime/54724/Nige_Jouzu_no_Wakagimi,Nige Jouzu no Wakagimi,7.94,"Eight-year-old Tokiyuki Houjou, the next successor of the Kamakura shogunate, is a young boy lacking talent in everything besides hide-and-seek. One day, his carefree life is abruptly turned upside down when Takauji Ashikaga brutally seizes power from the Kamakuras, ending their reign. Rescued by a self-proclaimed prophetic priest, Tokiyuki manages to escape with his life. Now he must evade those trying to kill him while recruiting comrades who can help him restore the Kamakura Shogunate to its former glory.Set during the Nanboku-chou period of Japanese history,Nige Jouzu no Wakagimiis a tale of redemption, documenting the life of the forgotten hero that altered Japan's destiny by running away.[Written by MAL Rewrite]",2024.0,12,2437,"Adventure, Comedy",Currently Airing,Manga,R - 17+ (violence & profanity),"Jul 6, 2024 to ?",0.1,0.741,0.159,0.6808
719.0,https://myanimelist.net/anime/17549/Non_Non_Biyori,Non Non Biyori,7.94,"Hotaru Ichijou's lifestyle completely changes when she leaves Tokyo and moves with her family to the isolated Asahigaoka village. Her new school has only five students including herself, all sharing a single classroom regardless of grade level. There are no convenience stores in the area, and it can take up to two hours for a bus to arrive.Nevertheless, Hotaru finds herself captivated by the countryside's charm thanks to her four unique schoolmates with whom she quickly forms a genuine bond. The most colorful of them is Renge Miyauchi, a first-grader who is often perceptive despite her age. However, no less intriguing are the three Koshigaya siblings: the quiet oldest brother Suguru, the petite older sister Komari, and the prankish youngest sister Natsumi.Having someone from the city join their cheerful little group enlivens the ordinary days in Asahigaoka. Not only does Hotaru bring firsthand knowledge from the alluring outside world, but her fresh outlook on life welcomes a blossom of change to their usual routine.[Written by MAL Rewrite]",2013.0,12,542,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 8, 2013 to Dec 24, 2013",0.028,0.869,0.103,0.9001
